project,attachment_slug
road-1-data-centre,appendix-b-traffic-response
road-1-data-centre,response-request-further-information-ssd-80814238
road-1-data-centre,request-additional-information-13575
road-1-data-centre,attachment-1-response-rts-1-5-khartoum-rd-blg-h-v2
road-1-data-centre,cor-cover-letter-rrts-1-5-khartoum-road-h
road-1-data-centre,response-rfi-ssd-80814238
road-1-data-centre,appendix-b-traffic-response-0
road-1-data-centre,appendix-updated-edc-0
road-1-data-centre,draft-conditions-consent-road-1-dc
road-1-data-centre,draft-ssd-determination-instrument
road-1-data-centre,rfi-request-comment-draft-conditions-3581
road-1-data-centre,final-draft-ssd-determination-instrument
road-1-data-centre,rfi-request-comment-draft-conditions-3626
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-modifying-instrument-2
roberts-road-data-centre-mod-1-height-increase,visual-impact-assessment-184
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-assessment-report-2
roberts-road-data-centre-mod-1-height-increase,architectural-plans-2707
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-stamped-plans-0
roberts-road-data-centre-mod-1-height-increase,s4551a-modification-report-30
roberts-road-data-centre-mod-1-height-increase,noise-impact-statement-28
roberts-road-data-centre-mod-1-height-increase,fire-safety-compliance-statement-28
roberts-road-data-centre-mod-1-height-increase,consolidated-conditions-552
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-letter-submitter
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-letter-applicant
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-notice-determination-not-required
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-letter-submitter-0
roberts-road-data-centre-mod-1-height-increase,modification-application20231124025738-35
roberts-road-data-centre-mod-1-height-increase,ssd-10330-modification-application-owners-consent-35
roberts-road-data-centre-mod-1-height-increase,modification-requestroberts-road-data-centre-ssd-10330-47
roberts-road-data-centre-mod-1-height-increase,preliminary-acoustic-statement-47
roberts-road-data-centre-mod-1-height-increase,preliminary-architectural-plans-550
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-receipt-22060833-psims-30
roberts-road-data-centre-mod-1-height-increase,ssd-10330-mod-1-invoice-22060833-psims-33
roberts-road-data-centre-mod-1-height-increase,fee-breakdown20231128050607-33
roberts-road-data-centre-mod-1-height-increase,approved-fee20231127224909-34
roberts-road-data-centre-mod-1-height-increase,advice-modification-council-18
roberts-road-data-centre-mod-1-height-increase,advice-modification-frnsw-94
roberts-road-data-centre-mod-1-height-increase,request-additional-information-ssd-10330-mod-1-23
roberts-road-data-centre-mod-1-height-increase,response-submissions-report-3572
roberts-road-data-centre-mod-1-height-increase,battery-rooms-arrangement-and-protection-statement-13
roberts-road-data-centre-mod-1-height-increase,fire-engineering-statement-33
roberts-road-data-centre-mod-1-height-increase,acoustic-response-statement-29
roberts-road-data-centre-mod-1-height-increase,visual-impact-assessment-185
roberts-road-data-centre-mod-1-height-increase,updated-architectural-plans-114
roberts-road-data-centre-mod-1-height-increase,request-additional-information-16012024-16
roberts-road-data-centre-mod-1-height-increase,updated-architectural-plans-115
roberts-road-data-centre-mod-1-height-increase,acoustic-response-statement-30
roberts-road-data-centre-mod-1-height-increase,fire-engineering-statement-34
roberts-road-data-centre-mod-1-height-increase,roberts-road-data-centre-rts-15
roberts-road-data-centre-mod-1-height-increase,response-letter-dphi-9-april-2024-7
roberts-road-data-centre-mod-1-height-increase,letter-out-dphi-response-amendment-report-9
roberts-road-data-centre-mod-1-height-increase,response-draft-conditions-108
roberts-road-data-centre-mod-1-height-increase,draft-consolidated-conditions-94
roberts-road-data-centre-mod-1-height-increase,draft-modifying-instrument-ssd-10330-mod-1-10
roberts-road-data-centre-mod-1-height-increase,rfi-request-comment-draft-conditions-1726
roberts-road-data-centre,updated-plans-and-mitigation-measures-0
roberts-road-data-centre,eisssd-10330-0
roberts-road-data-centre,ssd-10330-request-amended-sears-dpie-response-0
roberts-road-data-centre,17-roberts-road-request-sears-may-2019-0
roberts-road-data-centre,updated-substation-details-0
roberts-road-data-centre,appendix-sears-2345
roberts-road-data-centre,ssd-10330-request-amended-sears-september-2019-0
roberts-road-data-centre,ssd-10330-issued-sears-2-july-2019-0
roberts-road-data-centre,updated-air-quality-impact-assessment-1
roberts-road-data-centre,appendix-b-updated-sears-0
roberts-road-data-centre,ssd-10330-attachment-2-agency-responses-0
roberts-road-data-centre,ssd-10330-additional-information-epa-response-0
roberts-road-data-centre,appendix-c-blacktown-dcp-compliance-table-0
roberts-road-data-centre,minor-fencing-change-0
roberts-road-data-centre,appendix-d-survey-223
roberts-road-data-centre,appendix-e-architecture-drawings-0
roberts-road-data-centre,appendix-f-landscape-design-package-0
roberts-road-data-centre,appendix-g-visual-impact-assessment-report-0
roberts-road-data-centre,appendix-h-civ-statement-exhibition-0
roberts-road-data-centre,appendix-i-geotechnical-assessment-report-0
roberts-road-data-centre,appendix-j-achar-public-exhibition-0
roberts-road-data-centre,appendix-k-transport-and-traffic-assessment-0
roberts-road-data-centre,appendix-l-fire-compliance-report-0
roberts-road-data-centre,appendix-m-bdar-1
roberts-road-data-centre,appendix-n-noise-and-vibration-assessment-report-0
roberts-road-data-centre,appendix-o-air-quality-assessment-report-0
roberts-road-data-centre,appendix-p-preliminary-site-investigation-report-0
roberts-road-data-centre,appendix-q-esd-report-228
roberts-road-data-centre,appendix-r-hydraulic-services-statement-0
roberts-road-data-centre,appendix-s-stormwater-management-plan-59
roberts-road-data-centre,appendix-t-soil-and-water-management-plan-0
roberts-road-data-centre,appendix-u-civil-package-0
roberts-road-data-centre,appendix-v-service-infrastructure-statement-0
roberts-road-data-centre,appendix-w-waste-management-plan-389
roberts-road-data-centre,appendix-x-arboricultural-impact-assessment-5
roberts-road-data-centre,appendix-y-community-engagement-report-0
roberts-road-data-centre,appendix-z-sepp-no33-review-0
roberts-road-data-centre,appendix-aa-dangerous-goods-design-review-0
roberts-road-data-centre,appendix-bb-dpie-response-bdar-waiver-request-0
roberts-road-data-centre,ssd-10330-landowners-consent-0
roberts-road-data-centre,ssd-10330-political-donation-disclosure-0
roberts-road-data-centre,ssd-10330-assessment-report-0
roberts-road-data-centre,ssd-10330-development-consent-0
roberts-road-data-centre,ssd-10330-notice-decision-0
roberts-road-data-centre,cdc-data-centres-response-warning-letter
roberts-road-data-centre,ssd-10330-stamped-plans-0
roberts-road-data-centre,assessment-report-recommendation-214
roberts-road-data-centre,development-consent-recommendation-28
roberts-road-data-centre,ssd-10330-rts-bcc-response-0
roberts-road-data-centre,application20191128052749-0
roberts-road-data-centre,appendix-h-capital-investment-value-statement-0
roberts-road-data-centre,appendix-j-achar-2
roberts-road-data-centre,issued-sears-cover-letter02072019054728-0
roberts-road-data-centre,site-map-17-roberts-road-eastern-creek-0
roberts-road-data-centre,scoping-meeting-request20190328233357-0
roberts-road-data-centre,receipt-22041670-ssd-10330-psims-0
roberts-road-data-centre,invoice-22041670-ssd-10330-psims-0
roberts-road-data-centre,fee-breakdown20191201233018-0
roberts-road-data-centre,dpie-request-rts-52
roberts-road-data-centre,response-submissions-report-2643
roberts-road-data-centre,appendix-updated-architectural-plan-3
roberts-road-data-centre,appendix-b-updated-landscape-masterplan-3
roberts-road-data-centre,appendix-c-updated-air-quality-report-3
roberts-road-data-centre,appendix-d-addendum-acoustic-assessment-report-3
roberts-road-data-centre,appendix-e-updated-sepp-33-review-3
roberts-road-data-centre,appendix-f-updated-dangerous-goods-assessment-3
roberts-road-data-centre,appendix-g-updated-waste-management-plan-3
roberts-road-data-centre,appendix-h-updated-service-infrastructure-report-3
roberts-road-data-centre,appendix-i-updated-fire-compliance-report-3
roberts-road-data-centre,appendix-j-updated-bdar-5
roberts-road-data-centre,appendix-k-hydraulic-services-response-statement-3
roberts-road-data-centre,b000936-v2-fcc-final-signed-ad-proof-0
roberts-road-data-centre,b000936-v2-ba-final-signed-ad-proof-0
roberts-road-data-centre,ssd-exhibition-template29112019051459-0
roberts-road-data-centre,epa-comment-eis-roberts-rd-data-centre-ssd10330-0
roberts-road-data-centre,20200129-tfnsw-response-6
roberts-road-data-centre,tfnsw-response-17-roberts-road-eastern-creek-0
roberts-road-data-centre,waternsw-response-roberts-rd-data-centre-ssd10330-0
roberts-road-data-centre,scanned-signed-letter-ssd-10330
roberts-road-data-centre,appendix-updated-architectural-plan-4
roberts-road-data-centre,appendix-b-updated-landscape-masterplan-4
roberts-road-data-centre,appendix-c-updated-air-quality-report-4
roberts-road-data-centre,appendix-d-addendum-acoustic-assessment-report-4
roberts-road-data-centre,appendix-e-updated-sepp-33-review-4
roberts-road-data-centre,appendix-f-updated-dangerous-goods-assessment-4
roberts-road-data-centre,appendix-g-updated-waste-management-plan-4
roberts-road-data-centre,appendix-h-updated-service-infrastructure-report-4
roberts-road-data-centre,appendix-i-updated-fire-compliance-report-4
roberts-road-data-centre,appendix-j-updated-bdar-6
roberts-road-data-centre,appendix-k-hydraulic-services-response-statement-4
roberts-road-data-centre,response-submissions-report-2644
roberts-road-data-centre,ssd-10330-rts-epa-response-0
roberts-road-data-centre,appendix-updated-architectural-plan-5
roberts-road-data-centre,appendix-b-updated-landscape-masterplan-5
roberts-road-data-centre,appendix-c-updated-air-quality-report-5
roberts-road-data-centre,appendix-d-addendum-acoustic-assessment-report-5
roberts-road-data-centre,appendix-e-updated-sepp-33-review-5
roberts-road-data-centre,appendix-f-updated-dangerous-goods-assessment-5
roberts-road-data-centre,appendix-g-updated-waste-management-plan-5
roberts-road-data-centre,appendix-h-updated-service-infrastructure-report-5
roberts-road-data-centre,appendix-i-updated-fire-compliance-report-5
roberts-road-data-centre,appendix-j-updated-bdar-7
roberts-road-data-centre,appendix-k-hydraulic-services-response-statement-5
roberts-road-data-centre,response-submissions-report-2645
roberts-road-data-centre,ssd-10330-rts-eesg-response-0
roberts-road-data-centre,appendix-updated-architectural-plan-6
roberts-road-data-centre,appendix-b-updated-landscape-masterplan-6
roberts-road-data-centre,appendix-c-updated-air-quality-report-6
roberts-road-data-centre,appendix-d-addendum-acoustic-assessment-report-6
roberts-road-data-centre,appendix-e-updated-sepp-33-review-6
roberts-road-data-centre,appendix-f-updated-dangerous-goods-assessment-6
roberts-road-data-centre,appendix-g-updated-waste-management-plan-6
roberts-road-data-centre,appendix-h-updated-service-infrastructure-report-6
roberts-road-data-centre,appendix-i-updated-fire-compliance-report-6
roberts-road-data-centre,appendix-j-updated-bdar-8
roberts-road-data-centre,appendix-k-hydraulic-services-response-statement-6
roberts-road-data-centre,response-submissions-report-2646
roberts-road-data-centre,ssd-10330-draft-conditionsurbi-0
roberts-road-data-centre,rfi-request-comment-draft-conditions2606202011515-0
roberts-road-data-centre,20200626-ssd-10330-development-consent-draft-0
roberts-road-data-centre,b001706-fcc-final-signed-ad-proof-0
roberts-road-data-centre,determination-advertisement22072020115646-0
roberts-road-data-centre,actual-publication-date-126
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-b-architectural-plans-3811
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-g-visual-impact-assessment-499
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-d-site-suitability-assessment-6
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-c-air-quality-impact-assessment-68
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,modification-report-roberts-road-data-centregenerators-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-h-ghg-assessment-report-6
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-f-combustible-fuel-storage-assessment-6
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-updated-mitigation-measures-96
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-modification-application-owners-consent-49
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,blank-notice
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-assessment-report
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,consolidated-conditions-928
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-instrument
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-stamped-plans
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,15-ssd-xxxxxxxx-notice-determination-not-required-4
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-notice-determination-council
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-notice-determination-applicant
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-aupdated-measures-march
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,response-draft-conditions-183
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,att-c-updated-combustible-fuel-storage-report
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,consolidated-conditions-ssd-10330-draft-epa-comment
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,rts-lettercdc-eastern-creeks-mod-2-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-gupdated-modification-report-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-fletter-response-frnsw-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-egenerator-location-plan-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-dstormwater-management-plan-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-c-fuel-storage-assessment-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-bacoustic-response-submissions-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-aupdated-aqia-9
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-e-noise-impact-assessment-updated-6
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,modification-application20250929040953-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,modification-application20250929033916-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,issued-reject-modification-report-1217
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,modification-application20250924113158-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,appendix-e-noise-impact-assessment-343
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,modification-request-roberts-road-data-centregenerators-19
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-receipt-4000005043-7
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2taxinvoice4000005043-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,fee-breakdown20250929231504-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,approved-fee20250929042758-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,council-mod-report-response-41125-2
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,epa-mod-report-response-231025-2
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,frnsw-mod-report-response-2
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,epa-rts-response-41225-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,frnsw-rts-response-41225-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-dstormwater-management-plan-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-bacoustic-response-submissions-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-aupdated-aqia-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-gupdated-modification-report-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,rts-lettercdc-eastern-creeks-mod-2-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-egenerator-location-plan-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-c-fuel-storage-assessment-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-fletter-response-frnsw-10
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-dstormwater-management-plan-and-cover-letter
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-aupdated-aqia-and-cover-letter
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-bacoustic-response-submissions-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-gupdated-modification-report-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-cupdated-combustible-fuel-storage-assessment
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-hghg-independent-reviewer-report
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-egenerator-location-plan-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-ighg-responses
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,response-submissions-letter11122025
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-fletter-response-frnsw-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,request-additional-information-13214
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,council-rts-response-81225
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-fletter-response-frnsw-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-egenerator-location-plan-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,rts-lettercdc-eastern-creeks-mod-2-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-gupdated-modification-report-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-c-fuel-storage-assessment-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-aupdated-aqia-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-bacoustic-response-submissions-12
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachment-dstormwater-management-plan-11
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,letter-out-frnsw-roberts-road-data-centre
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentfletterresponsetofrnsw
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentcupdatedcombustiblefuelstorageassessment
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentbacousticresponsetosubmissions
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentaupdatedaqiaandcoverletter
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmenthghgindependentreviewerreport
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentighgresponses
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentegeneratorlocationplan
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentgupdatedmodificationreport
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,responsetosubmissionsletter11122025
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentdstormwatermanagementplanandcoverletter
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,epa-response-mod-2-roberts-rd-dc-160126
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentfletterresponsetofrnsw-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentcupdatedcombustiblefuelstorageassessment-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentbacousticresponsetosubmissions-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentaupdatedaqiaandcoverletter-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmenthghgindependentreviewerreport-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentighgresponses-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentegeneratorlocationplan-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentgupdatedmodificationreport-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,responsetosubmissionsletter11122025-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,attachmentdstormwatermanagementplanandcoverletter-0
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,consolidated-conditions-draft-mark
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,rts-draft-conditions-consentroberts-rd-data-centre
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,rfi-request-comment-draft-conditions-3056
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,consolidated-conditions-draft-information
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,ssd-10330-mod-2-draft-instrument
roberts-road-dc-mod-2-additional-back-generators-and-diesel-storage,consolidated-conditions-ssd-10330-draft-epa-comment-0
roberts-road-dc-mod-4-changes-operational-infrastructure,modification-application20260813051406
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-istormwater-management-plan
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-klandscape-plans-66
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-gvisual-impact-assessment-105
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-dsite-suitability-assessment-5
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-enoise-impact-assessment-5
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-barchitectural-plans-268
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-cair-quality-impact-assessment-5
roberts-road-dc-mod-4-changes-operational-infrastructure,modification-report-roberts-road-data-centremod-4
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-lpreliminary-risk-screening
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-fcombustible-fuel-storage-assessment-5
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-hgreenhouse-gas-assessment
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-mwaste-management-plan-2
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-jtraffic-impact-assessment-1
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-nghg-peer-review
roberts-road-dc-mod-4-changes-operational-infrastructure,ssd-10330-modification-application-owners-consent-50
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-aupdated-mitigation-measures-5
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-aupdated-mitigation-measures-6
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-jtraffic-impact-assessment-2
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-mwaste-management-plan-3
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-hgreenhouse-gas-assessment-0
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-lpreliminary-risk-screening-0
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-fcombustible-fuel-storage-assessment-6
roberts-road-dc-mod-4-changes-operational-infrastructure,modification-report-roberts-road-data-centremod-4-0
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-cair-quality-impact-assessment-6
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-barchitectural-plans-269
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-enoise-impact-assessment-6
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-dsite-suitability-assessment-6
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-gvisual-impact-assessment-106
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-klandscape-plans-67
roberts-road-dc-mod-4-changes-operational-infrastructure,appendix-istormwater-management-plan-0
roberts-road-dc-mod-4-changes-operational-infrastructure,ssd-10330-mod-4taxinvoice4000008405
roberts-road-dc-mod-4-changes-operational-infrastructure,fee-breakdown20260819233713
roberts-road-dc-mod-4-changes-operational-infrastructure,approved-fee20260816233412
roberts-road-dc-mod-4-changes-operational-infrastructure,acoustic-response-rfi
roberts-road-dc-mod-4-changes-operational-infrastructure,rfi-21082026
stack-syd01-data-centre-erskine-park,eis78-lockwood-road-data-centre-2
stack-syd01-data-centre-erskine-park,appendix-sears-compliance-table-7632
stack-syd01-data-centre-erskine-park,appendix-b-statutory-compliance-table-6146
stack-syd01-data-centre-erskine-park,appendix-c-proposed-mitigation-measures-table-2
stack-syd01-data-centre-erskine-park,planning-cover-letter-78-lockwood-road-12
stack-syd01-data-centre-erskine-park,appendix-d-engagement-summary-table-291
stack-syd01-data-centre-erskine-park,request-sears20250407234709-12
stack-syd01-data-centre-erskine-park,appendix-e-architecutral-drawings-2
stack-syd01-data-centre-erskine-park,appendix-f-architectural-design-report-1257
stack-syd01-data-centre-erskine-park,appendix-g-edc-cover-letter-106
stack-syd01-data-centre-erskine-park,appendix-h-survey-plan-858
stack-syd01-data-centre-erskine-park,appendix-i-bca-report-289
stack-syd01-data-centre-erskine-park,appendix-j-access-capability-report-2
stack-syd01-data-centre-erskine-park,appendix-k-landscape-design-report-422
stack-syd01-data-centre-erskine-park,appendix-l-air-quality-impact-assessment-186
stack-syd01-data-centre-erskine-park,appendix-m-noise-and-vibration-impact-assessment-225
stack-syd01-data-centre-erskine-park,appendix-n-infrastructure-requirements-report-2
stack-syd01-data-centre-erskine-park,appendix-o-backup-power-report-2
stack-syd01-data-centre-erskine-park,appendix-p-social-impact-assessment-545
stack-syd01-data-centre-erskine-park,appendix-q-detailed-site-investigation-228
stack-syd01-data-centre-erskine-park,appendix-r-groundwater-impact-assessment-2
stack-syd01-data-centre-erskine-park,appendix-s-salinity-management-plan-91
stack-syd01-data-centre-erskine-park,appendix-t-geotechnical-report-260
stack-syd01-data-centre-erskine-park,appendix-u-transport-impact-assessment-36
stack-syd01-data-centre-erskine-park,appendix-v-construction-traffic-management-plan-250
stack-syd01-data-centre-erskine-park,appendix-w-green-travel-plan-297
stack-syd01-data-centre-erskine-park,appendix-x-operational-waste-management-plan-247
stack-syd01-data-centre-erskine-park,appendix-y-construction-waste-management-plan-9
stack-syd01-data-centre-erskine-park,appendix-z-bushfire-hazard-assessment-2
stack-syd01-data-centre-erskine-park,appendix-za-achar-2
stack-syd01-data-centre-erskine-park,appendix-zb-bdar-waiver-request-2
stack-syd01-data-centre-erskine-park,appendix-zc-engagement-report-2
stack-syd01-data-centre-erskine-park,appendix-zd-flood-impact-risk-assessment-2
stack-syd01-data-centre-erskine-park,appendix-ze-esd-report-2
stack-syd01-data-centre-erskine-park,appendix-zf-hazards-and-risk-screening-report-2
stack-syd01-data-centre-erskine-park,appendix-zg-dangerous-goods-report-2
stack-syd01-data-centre-erskine-park,appendix-zh-visual-impact-assessment-2
stack-syd01-data-centre-erskine-park,appendix-zi-greenhouse-gas-assessment-2
stack-syd01-data-centre-erskine-park,appendix-zj-civil-engineering-plans-2
stack-syd01-data-centre-erskine-park,appendix-zk-integrated-water-management-plan-2
stack-syd01-data-centre-erskine-park,appendix-zm-bdar-waiver-2
stack-syd01-data-centre-erskine-park,application20251111070754-2
stack-syd01-data-centre-erskine-park,full-edc-report-confidential-2
stack-syd01-data-centre-erskine-park,amended-application20260327015659
stack-syd01-data-centre-erskine-park,appendix-zl-embodied-emissions-materials-form-2
stack-syd01-data-centre-erskine-park,placeholder-document-13
stack-syd01-data-centre-erskine-park,supercedededc-cover-letter-2
stack-syd01-data-centre-erskine-park,s37-amendment-request-letterstack-syd01-1
stack-syd01-data-centre-erskine-park,appendix-zu-supplementary-psi
stack-syd01-data-centre-erskine-park,appendix-zo-arboricultural-impact-assessment-hv-works
stack-syd01-data-centre-erskine-park,appendix-zm-external-hv-works-plans
stack-syd01-data-centre-erskine-park,appendix-q-revised-detailed-site-investigation
stack-syd01-data-centre-erskine-park,appendix-e-revised-architectural-drawings-270
stack-syd01-data-centre-erskine-park,appendix-zk-revised-integrated-water-management-plan
stack-syd01-data-centre-erskine-park,appendix-zj-revised-engineering-plans
stack-syd01-data-centre-erskine-park,appendix-r-revised-groundwater-impact-assessment
stack-syd01-data-centre-erskine-park,appendix-t-revised-geotechnical-investigation
