project,attachment_slug
grand-avenue-data-centre-expansion-rosehill,a9-traffic-impact-assessment-154
grand-avenue-data-centre-expansion-rosehill,a8-civil-drawings-187
grand-avenue-data-centre-expansion-rosehill,a7-landscape-plans-52
grand-avenue-data-centre-expansion-rosehill,a6-architectural-design-report-98
grand-avenue-data-centre-expansion-rosehill,a5-architectural-plans-75
grand-avenue-data-centre-expansion-rosehill,a4-site-survey-52
grand-avenue-data-centre-expansion-rosehill,a3-proposed-mitigation-measures-52
grand-avenue-data-centre-expansion-rosehill,a2-statutory-compliance-table-113
grand-avenue-data-centre-expansion-rosehill,a1-sears-table-134
grand-avenue-data-centre-expansion-rosehill,owners-consent-8-grand-avenue-rosehill-52
grand-avenue-data-centre-expansion-rosehill,owners-consent-8a-grand-avenue-rosehillamended-52
grand-avenue-data-centre-expansion-rosehill,sears-data-storage-centres-163
grand-avenue-data-centre-expansion-rosehill,sears-cover-letter-5026
grand-avenue-data-centre-expansion-rosehill,map-109
grand-avenue-data-centre-expansion-rosehill,a2-development-approval-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,a22-landscape-plans-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,a23-civil-plans-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,a1-indicative-drawings-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,a21-stamped-plans-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,a24-rap-8-grand-avenue-rosehill-69
grand-avenue-data-centre-expansion-rosehill,ssd-53338465-receipt-22060070-psims-38
grand-avenue-data-centre-expansion-rosehill,ssd-53338465invoice-22060070psims-42
grand-avenue-data-centre-expansion-rosehill,fee-breakdown20230915034639-42
grand-avenue-data-centre-expansion-rosehill,approved-fee20230913071434-43
grand-avenue-data-centre-expansion-rosehill,submissions-report-8531
grand-avenue-data-centre-expansion-rosehill,a1-mitigation-measures-33
grand-avenue-data-centre-expansion-rosehill,a2-submissions-register-33
grand-avenue-data-centre-expansion-rosehill,a3-da7512019e-stamped-plans-and-consent-33
grand-avenue-data-centre-expansion-rosehill,a4-amended-architectural-plans-33
grand-avenue-data-centre-expansion-rosehill,a5-amended-architectural-design-report-33
grand-avenue-data-centre-expansion-rosehill,a6-amended-visual-impact-assessment-33
grand-avenue-data-centre-expansion-rosehill,a7-amended-landscape-plans-33
grand-avenue-data-centre-expansion-rosehill,a8-updated-flood-impact-risk-assessment-33
grand-avenue-data-centre-expansion-rosehill,a9-updated-civil-plans-33
grand-avenue-data-centre-expansion-rosehill,a10-musicspel-model-33
grand-avenue-data-centre-expansion-rosehill,a11-updated-integrated-water-management-plan-33
grand-avenue-data-centre-expansion-rosehill,a12-site-audit-report-33
grand-avenue-data-centre-expansion-rosehill,a13-updated-achar-33
grand-avenue-data-centre-expansion-rosehill,a14-arboricultural-impact-assessment-33
grand-avenue-data-centre-expansion-rosehill,a15-amended-noise-and-vibration-impact-assessment-33
grand-avenue-data-centre-expansion-rosehill,a16-amended-air-quality-impact-assessment-33
grand-avenue-data-centre-expansion-rosehill,a17-amended-traffic-impact-assessment-33
grand-avenue-data-centre-expansion-rosehill,a18-construction-traffic-management-plan-33
grand-avenue-data-centre-expansion-rosehill,a19-amended-green-travel-plan-33
grand-avenue-data-centre-expansion-rosehill,request-rts-letter-9875
grand-avenue-data-centre-expansion-rosehill,ssd-ssi-notice-exhibition-letter-neighbouring-landow-9230
grand-avenue-data-centre-expansion-rosehill,ssd-ssi-exhibition-and-reexhibition-advertisement27102023-37
grand-avenue-data-centre-expansion-rosehill,council-submission-eis-36
grand-avenue-data-centre-expansion-rosehill,epa-advice-eis-2573
grand-avenue-data-centre-expansion-rosehill,ehg-advice-eis-725
grand-avenue-data-centre-expansion-rosehill,heritage-nsw-advice-eis-1238
grand-avenue-data-centre-expansion-rosehill,frnsw-advice-eis-1436
grand-avenue-data-centre-expansion-rosehill,tfnsw-advice-eis-3606
grand-avenue-data-centre-expansion-rosehill,request-rts-letter-further-issues-24
grand-avenue-data-centre-expansion-rosehill,a13-updated-achar-34
grand-avenue-data-centre-expansion-rosehill,a15-amended-noise-and-vibration-impact-assessment-34
grand-avenue-data-centre-expansion-rosehill,a16-amended-air-quality-impact-assessment-34
grand-avenue-data-centre-expansion-rosehill,a6-amended-visual-impact-assessment-34
grand-avenue-data-centre-expansion-rosehill,a19-amended-green-travel-plan-34
grand-avenue-data-centre-expansion-rosehill,a4-amended-architectural-plans-34
grand-avenue-data-centre-expansion-rosehill,a11-updated-integrated-water-management-plan-34
grand-avenue-data-centre-expansion-rosehill,a5-amended-architectural-design-report-34
grand-avenue-data-centre-expansion-rosehill,a17-amended-traffic-impact-assessment-34
grand-avenue-data-centre-expansion-rosehill,a9-updated-civil-plans-34
grand-avenue-data-centre-expansion-rosehill,a18-construction-traffic-management-plan-34
grand-avenue-data-centre-expansion-rosehill,a7-amended-landscape-plans-34
grand-avenue-data-centre-expansion-rosehill,a8-updated-flood-impact-risk-assessment-34
grand-avenue-data-centre-expansion-rosehill,response-submissions-report-ssd-53338465-17
grand-avenue-data-centre-expansion-rosehill,a12-site-audit-report-34
grand-avenue-data-centre-expansion-rosehill,a14-arboricultural-impact-assessment-34
grand-avenue-data-centre-expansion-rosehill,a3-da7512019e-stamped-plans-and-consent-34
grand-avenue-data-centre-expansion-rosehill,a10-musicspel-model-34
grand-avenue-data-centre-expansion-rosehill,a1-mitigation-measures-34
grand-avenue-data-centre-expansion-rosehill,a2-submissions-register-34
grand-avenue-data-centre-expansion-rosehill,tfnsw-advice-rts-1822
grand-avenue-data-centre-expansion-rosehill,frnsw-advice-rts-270
grand-avenue-data-centre-expansion-rosehill,request-additional-information-9938
grand-avenue-data-centre-expansion-rosehill,council-advice-rts-591
grand-avenue-data-centre-expansion-rosehill,bcs-advice-rts-559
grand-avenue-data-centre-expansion-rosehill,request-additional-information-9939
grand-avenue-data-centre-expansion-rosehill,8-grand-ave-data-centre-rts-round-2-6
grand-avenue-data-centre-expansion-rosehill,bcs-ssd-53338465-grand-av-data-centre-nov-2024-advice-4
grand-avenue-data-centre-expansion-rosehill,rfi-request-comment-draft-conditions-2731
grand-avenue-data-centre-expansion-rosehill,draft-conditions-1113
honeman-close-data-centre,environmental-impact-statement-14662
honeman-close-data-centre,scoping-report-6-honeman-close-huntingwoodfinal-85
honeman-close-data-centre,24-02-21-departments-comments-eis-39
honeman-close-data-centre,a1-sears-table-192
honeman-close-data-centre,attachment-1-previous-sears-request-85
honeman-close-data-centre,a2-statutory-compliance-table-128
honeman-close-data-centre,attachment-2-sears-ssd-19729084-85
honeman-close-data-centre,a3-mitigation-measures-72
honeman-close-data-centre,a4-survey-plan-72
honeman-close-data-centre,a5-architectural-drawings-126
honeman-close-data-centre,a6-design-report-125
honeman-close-data-centre,request-sears20230522014212-85
honeman-close-data-centre,a7-landscape-plan-72
honeman-close-data-centre,a8-civil-drawings-245
honeman-close-data-centre,a4-memo-dcceew-heritage-acharedacted-14
honeman-close-data-centre,a9-sidra-modelling-74
honeman-close-data-centre,a9-traffic-impact-assessment-169
honeman-close-data-centre,a10-ctm-72
honeman-close-data-centre,a11-acoustic-report-72
honeman-close-data-centre,a12-aqia-72
honeman-close-data-centre,a13-57
honeman-close-data-centre,a14-civil-and-stormwater-72
honeman-close-data-centre,a15-achar-72
honeman-close-data-centre,a16-waste-management-plan-72
honeman-close-data-centre,a17-aia-72
honeman-close-data-centre,a18-bdar-report-72
honeman-close-data-centre,a19-dangerous-goods-report-72
honeman-close-data-centre,a20-detailed-site-investigation-report-60
honeman-close-data-centre,a21-esd-report-72
honeman-close-data-centre,a22-consultation-outcomes-report-59
honeman-close-data-centre,a23-infrastructure-report-72
honeman-close-data-centre,a24-bca-access-report-72
honeman-close-data-centre,a25-geotechnical-report-72
honeman-close-data-centre,a26-watercourse-assessment-72
honeman-close-data-centre,a27-statement-heritage-impact-72
honeman-close-data-centre,a28-bushfire-assessment-72
honeman-close-data-centre,a29-fire-incident-management-72
honeman-close-data-centre,a30-seia-72
honeman-close-data-centre,a31-huntingwood-dcp-table-72
honeman-close-data-centre,a32-cost-report-72
honeman-close-data-centre,a33-hydrogeological-report-72
honeman-close-data-centre,a21-embodied-emissions-materials-form-6-honeman-close-74
honeman-close-data-centre,ssd-58601963-exhibition-notice-61
honeman-close-data-centre,application20231109110328-73
honeman-close-data-centre,gis-6-honeman-close-huntingwood-74
honeman-close-data-centre,issued-sears-26620
honeman-close-data-centre,23-06-02-issued-sears-cover-letter-79
honeman-close-data-centre,sears-advice-blacktown-city-council-241
honeman-close-data-centre,sears-advice-endeavour-energy-520
honeman-close-data-centre,sears-advice-hnsw-ach-1344
honeman-close-data-centre,sears-advice-tfnsw-3191
honeman-close-data-centre,sears-advice-sydney-water-991
honeman-close-data-centre,sears-advice-dpie-water-379
honeman-close-data-centre,sears-advice-epa-2521
honeman-close-data-centre,sears-advice-ees-410
honeman-close-data-centre,sears-advice-hnsw-288
honeman-close-data-centre,site-map-4891
honeman-close-data-centre,ssd-58601963-receipt-22060835-psims-67
honeman-close-data-centre,ssd-58601963-invoice-22060835-psims-70
honeman-close-data-centre,fee-breakdown20231129001138-70
honeman-close-data-centre,approved-fee20231128002622-70
honeman-close-data-centre,24-02-02-request-rts-letter-40
honeman-close-data-centre,response-submissions-report-6-honeman-close-34
honeman-close-data-centre,a1-submissions-register-6-honeman-close-huntingwood-34
honeman-close-data-centre,a2-pre-application-meeting-minutes-pam-c2412906-34
honeman-close-data-centre,a3-correspondence-transport-nsw-34
honeman-close-data-centre,a4-tfnsw-correspondence-34
honeman-close-data-centre,a5-updated-urban-design-report-34
honeman-close-data-centre,a6-updated-architectural-plans-34
honeman-close-data-centre,a7-updated-landscape-plans-34
honeman-close-data-centre,a8-updated-civil-and-stormwater-design-report-34
honeman-close-data-centre,a8-updated-stormwater-models-34
honeman-close-data-centre,a9-updated-civil-and-stormwater-plans-34
honeman-close-data-centre,a10-technical-memo-piped-drainage-system-review-34
honeman-close-data-centre,a11-updated-visual-impact-assessment-34
honeman-close-data-centre,a12-updated-air-quality-impact-assessment-34
honeman-close-data-centre,a13-updated-aboriginal-cultural-heritage-assessment-34
honeman-close-data-centre,a14-updated-traffic-and-transport-impact-assessment-34
honeman-close-data-centre,a15-adaptive-re-use-plan-34
honeman-close-data-centre,a16-updated-bushfire-assessment-report-34
honeman-close-data-centre,a17-updated-social-and-economic-impact-assessment-34
honeman-close-data-centre,a18-updated-infrastructure-report-34
honeman-close-data-centre,a19-updated-acoustic-assessment-report-34
honeman-close-data-centre,a20-updated-biodiversity-development-assessment-report-34
honeman-close-data-centre,a21-updated-arboricultural-impact-assessment-report-34
honeman-close-data-centre,a22-ha-and-gdmp-34
honeman-close-data-centre,a23-response-community-submission-34
honeman-close-data-centre,ssd-ssi-notice-exhibition-letter-neighbouring-landow-16775
honeman-close-data-centre,ssd-ssi-exhibition-and-reexhibition-advertisement14122023-202
honeman-close-data-centre,blacktown-city-council-comments-ssd-58601963-45
honeman-close-data-centre,waternsw-response-honeman-close-data-centre-eis-review-49
honeman-close-data-centre,dcceew-water-group-response-325
honeman-close-data-centre,epa-comment-honeman-close-data-centre-45
honeman-close-data-centre,bcs-advice-eis-data-centres-huntingwood-ssd-58601963-46
honeman-close-data-centre,hnsw-ach-eis-honeman-close-data-centre-ssd-58601963-47
honeman-close-data-centre,hnsw-advice-eisappid5260-56
honeman-close-data-centre,letter-out-honeman-close-data-centre-dpe-response-55
honeman-close-data-centre,tfnsw-response-syd2301380-50
honeman-close-data-centre,honeman-close-data-centre-rfs-eis-response-48
honeman-close-data-centre,rts-response-blacktown-city-council-25
honeman-close-data-centre,rts-response-bcs-advice-19
honeman-close-data-centre,rts-response-hnsw-non-ach-27
honeman-close-data-centre,rts-response-hnsw-ach-27
honeman-close-data-centre,rts-response-tfnsw-140
honeman-close-data-centre,rts-response-dcceew-water-group-27
honeman-close-data-centre,int24-87095-dcceew-la-rts-honeman-close-data-centre-31
honeman-close-data-centre,honemanclose-24
honeman-close-data-centre,24-08-27-request-additional-information-15
honeman-close-data-centre,response-dphi-huntingwood-data-centre-18
honeman-close-data-centre,a1-amended-colour-palette-18
honeman-close-data-centre,a2-revised-landscape-plans-18
honeman-close-data-centre,a5-executed-vpa-31225
honeman-close-data-centre,6-honeman-close-ssd58601963response-submissions-3-31225
honeman-close-data-centre,25-01-29-request-additional-information-13
honeman-close-data-centre,24-10-03-request-additional-information-21
honeman-close-data-centre,2nd-response-submissions-report-15
honeman-close-data-centre,a1-submissions-register-2-16
honeman-close-data-centre,a2-tech-memo-piped-drainage-system-review-16
honeman-close-data-centre,a3-amended-bdar-report-16
honeman-close-data-centre,a5-updated-esd-report-16
honeman-close-data-centre,embodied-emissions-materials-form-nsw-sepp-547
honeman-close-data-centre,a4-memo-dcceew-heritage-acha-16
honeman-close-data-centre,2nd-rts-council-response-1
honeman-close-data-centre,appendix-a1-submissions-register-2-42
honeman-close-data-centre,2nd-rts-report-42
honeman-close-data-centre,appendix-a2-piped-drainage-system-review-42
honeman-close-data-centre,appendix-a5-updated-esd-report-42
honeman-close-data-centre,appendix-a4-aboriginal-cultural-heritage-42
honeman-close-data-centre,appendix-a3-amended-bdar-report-42
honeman-close-data-centre,2nd-rts-response-hnsw-ach-11
honeman-close-data-centre,appendix-a1-submissions-register-2-43
honeman-close-data-centre,2nd-rts-report-43
honeman-close-data-centre,appendix-a2-piped-drainage-system-review-43
honeman-close-data-centre,appendix-a5-updated-esd-report-43
honeman-close-data-centre,appendix-a4-aboriginal-cultural-heritage-43
honeman-close-data-centre,appendix-a3-amended-bdar-report-43
honeman-close-data-centre,2nd-rts-cphr-advice-1
honeman-close-data-centre,appendix-a1-submissions-register-2-44
honeman-close-data-centre,2nd-rts-report-44
honeman-close-data-centre,appendix-a2-piped-drainage-system-review-44
honeman-close-data-centre,appendix-a5-updated-esd-report-44
honeman-close-data-centre,appendix-a4-aboriginal-cultural-heritage-44
honeman-close-data-centre,appendix-a3-amended-bdar-report-44
honeman-close-data-centre,a5-executed-vpa
honeman-close-data-centre,a7-updated-noise-impact-assessment-31225
honeman-close-data-centre,a62-stormwater-extension-sketch-options-modelling-31225
honeman-close-data-centre,a61-review-stormwater-pipeline-extension-31225
honeman-close-data-centre,a12-epbc-variation-decision-instrument-31225
honeman-close-data-centre,6-honeman-close-ssd58601963response-submissions-3
honeman-close-data-centre,a11-epbc-letter-approval-holder-31225
honeman-close-data-centre,a4-2nd-rts-response-hnsw-ach
honeman-close-data-centre,a82-department-rfi-25-02-12-31225
honeman-close-data-centre,a81-department-rfi-25-01-29-31225
honeman-close-data-centre,a2-blacktown-city-council-comments-second-rts-31225
honeman-close-data-centre,a3-2nd-rts-cphr-advice-31225
honeman-close-data-centre,25-02-12-request-additional-information-8
honeman-close-data-centre,blacktown-city-council-comments-50
honeman-close-data-centre,cphr-advice-rts-ssd-58601963
honeman-close-data-centre,third-rts-council-advice
honeman-close-data-centre,rfi-council-advice-third-rts
julius-avenue-data-centre,eis-julius-avenue-data-centre-240625-28
julius-avenue-data-centre,eis-appendix-2-architectural-plans-27
julius-avenue-data-centre,eis-appendix-3-architectural-design-report-27
julius-avenue-data-centre,eis-appendix-4-survey-plan-27
julius-avenue-data-centre,eis-appendix-5-bca-report-27
julius-avenue-data-centre,sears-request-julius-avenue-data-centre-34
julius-avenue-data-centre,eis-appendix-6-access-report-27
julius-avenue-data-centre,request-sears20250212000559-34
julius-avenue-data-centre,eis-appendix-7-visual-impact-assessment-27
julius-avenue-data-centre,eis-appendix-8-transport-assessment-27
julius-avenue-data-centre,eis-appendix-9-ctmp-27
julius-avenue-data-centre,eis-appendix-10-green-travel-plan-27
julius-avenue-data-centre,eis-appendix-11-landscape-plans-27
julius-avenue-data-centre,eis-appendix-12-landscape-design-report-27
julius-avenue-data-centre,eis-appendix-13-esd-report-27
julius-avenue-data-centre,eis-appendix-14-nabers-embodied-emissions-form-27
julius-avenue-data-centre,eis-appendix-15-bdar-27
julius-avenue-data-centre,eis-app-16-backup-power-supply-technical-note-27
julius-avenue-data-centre,eis-appendix-17-aqia-27
julius-avenue-data-centre,eis-appendix-18-nvia-27
julius-avenue-data-centre,eis-appendix-19-geotechnical-assessment-27
julius-avenue-data-centre,eis-appendix-20-groundwater-impact-assessment-27
julius-avenue-data-centre,eis-appendix-21-appendix-24
julius-avenue-data-centre,eis-appendix-21-appendix-b-24
julius-avenue-data-centre,eis-appendix-21-appendix-c-24
julius-avenue-data-centre,eis-appendix-21-appendix-d-24
julius-avenue-data-centre,eis-appendix-21-civil-engineering-report-27
julius-avenue-data-centre,eis-appendix-22-flood-impact-risk-assessment-27
julius-avenue-data-centre,eis-appendix-23-preliminary-risk-screening-27
julius-avenue-data-centre,eis-appendix-24-detailed-site-investigation-27
julius-avenue-data-centre,eis-appendix-25-waste-management-plan-27
julius-avenue-data-centre,eis-appendix-26-achar-redacted-27
julius-avenue-data-centre,eis-appendix-27-statement-heritage-impact-27
julius-avenue-data-centre,eis-appendix-28-social-impact-assessment-27
julius-avenue-data-centre,eis-appendix-29-infrastructure-plan-27
julius-avenue-data-centre,eis-appendix-30-bush-fire-assessment-27
julius-avenue-data-centre,eis-appendix-31-draft-letter-offer-27
julius-avenue-data-centre,eis-appendix-32-engagement-report-27
julius-avenue-data-centre,eis-app-33-macquarie-pk-design-guide-compliance-27
julius-avenue-data-centre,eis-appendix-34-clause-46-variation-request-27
julius-avenue-data-centre,eis-appendix-35-secretarys-requirements-27
julius-avenue-data-centre,flood-emergency-response-plan-194
julius-avenue-data-centre,application20250624071445-28
julius-avenue-data-centre,eis-appendix-26-achar-27
julius-avenue-data-centre,superseded-eis-appendix-21-civil-engineering-report-24
julius-avenue-data-centre,eis-appendix-1b-edc-report-27
julius-avenue-data-centre,eis-appendix-1a-edc-report-cover-letter-23
julius-avenue-data-centre,ssd-80018208-amendment-report
julius-avenue-data-centre,amended-application20260210053525
julius-avenue-data-centre,appendix-dd7-visual-impact-assesment-report
julius-avenue-data-centre,appendix-dd2-architectural-drawings
julius-avenue-data-centre,appendix-dd3-design-report
julius-avenue-data-centre,appendix-dd4-survey-plan
julius-avenue-data-centre,appendix-dd5-ncc-compliance-report
julius-avenue-data-centre,appendix-dd6-accessibility-report
julius-avenue-data-centre,appendix-dd12-landscape-report
julius-avenue-data-centre,appendix-dd9-construction-traffic-management-plan
julius-avenue-data-centre,appendix-dd11-landscape-drawings
julius-avenue-data-centre,appendix-dd8-transport-accessibility-impact-assessment
julius-avenue-data-centre,appendix-dd10-green-travel-plan
julius-avenue-data-centre,appendix-dd19-geotechnical-assessment
julius-avenue-data-centre,appendix-dd20-surface-groundwater-impact-assessment
julius-avenue-data-centre,appendix-dd18-noise-vibration-impact-assessment
julius-avenue-data-centre,appendix-dd17-air-quality-impact-assessment
julius-avenue-data-centre,appendix-dd15-bdar
julius-avenue-data-centre,appendix-dd13-esd-report
julius-avenue-data-centre,appendix-dd16-backup-power-summary
julius-avenue-data-centre,appendix-dd14-nabers-embodied-emissions-form
julius-avenue-data-centre,appendix-dd21-water-management-plan
julius-avenue-data-centre,appendix-dd22-flood-impact-risk-assessment
julius-avenue-data-centre,appendix-dd24-detailed-site-investigation
julius-avenue-data-centre,appendix-dd27-statement-heritage-impact
julius-avenue-data-centre,appendix-dd28-social-impact-assessment
julius-avenue-data-centre,appendix-dd26-achar-addendum
julius-avenue-data-centre,appendix-dd25-waste-management-plan
julius-avenue-data-centre,appendix-dd23-hazard-risk-report
julius-avenue-data-centre,appendix-dd29-idmsp
julius-avenue-data-centre,appendix-dd32-engagement-report-addendum
julius-avenue-data-centre,appendix-dd30-bushfire-assessment
julius-avenue-data-centre,appendix-dd31-voluntary-planning-agreement
julius-avenue-data-centre,appendix-dd33-macquarie-park-design-guide-table
julius-avenue-data-centre,appendix-dd34-preliminary-fire-safety-strategy
julius-avenue-data-centre,appendix-dd35-wind-study
julius-avenue-data-centre,ssd-80018208-amendment-report-6-8-julius-avenue
julius-avenue-data-centre,ssd-80018208-amendment-request-letter
julius-avenue-data-centre,appendix-14-nabers-embodied-emissions-materials-form-28
julius-avenue-data-centre,cphr-advice-11062026
julius-avenue-data-centre,advice-amended-da-dcceew-energy
julius-avenue-data-centre,appendix-dd2-architectural-drawings-part-4
julius-avenue-data-centre,appendix-dd2-architectural-drawings-part-3
julius-avenue-data-centre,appendix-dd2-architectural-drawings-part-2
julius-avenue-data-centre,appendix-dd2-architectural-drawings-part-1
julius-avenue-data-centre,appendix-dd2-architectural-drawings-renders
julius-avenue-data-centre,amendment-acceptance-letter-2647
julius-avenue-data-centre,appendix-dd1-2-cost-estimate-report
julius-avenue-data-centre,appendix-dd1-1-cost-estimate-report-letter
julius-avenue-data-centre,appendix-1a-edc-cover-letter-28
julius-avenue-data-centre,eis-appendix-1b-estimated-development-cost-report
julius-avenue-data-centre,advice-eis-jemena-45
julius-avenue-data-centre,sydney-water-da-information-sheet-feb-2025-206
julius-avenue-data-centre,advice-eis-sydney-water-614
julius-avenue-data-centre,ssd-80018208-exhibition-notice-20
julius-avenue-data-centre,appendix-35-secretarys-requirements-28
julius-avenue-data-centre,appendix-7-visual-impact-assessment-30
julius-avenue-data-centre,appendix-22-flood-impact-risk-assessment-72
julius-avenue-data-centre,appendix-24-detailed-site-investigation-90
julius-avenue-data-centre,appendix-3-architectural-design-report-124
julius-avenue-data-centre,appendix-21-water-management-plan-ttw-28
julius-avenue-data-centre,appendix-2-architectural-plans-1165
julius-avenue-data-centre,appendix-26-achar-53
julius-avenue-data-centre,appendix-19-geotechnical-assessment-204
julius-avenue-data-centre,appendix-29-infrastructure-plan-28
julius-avenue-data-centre,appendix-12-landscape-design-report-126
julius-avenue-data-centre,appendix-20-groundwater-impact-assessment-28
julius-avenue-data-centre,appendix-18-nvia-28
julius-avenue-data-centre,appendix-17-aqia-28
julius-avenue-data-centre,appendix-11-landscape-plans-75
julius-avenue-data-centre,appendix-8-transport-and-accessibility-impact-assessment-28
julius-avenue-data-centre,appendix-32-engagement-report-28
julius-avenue-data-centre,appendix-26-achar-redacted-28
julius-avenue-data-centre,appendix-27-statement-heritage-impact-72
julius-avenue-data-centre,appendix-15-bdar-28
julius-avenue-data-centre,appendix-28-social-impact-assessment-322
julius-avenue-data-centre,appendix-4-survey-plan-369
julius-avenue-data-centre,appendix-30-bush-fire-assessment-28
julius-avenue-data-centre,appendix-9-ctmp-30
julius-avenue-data-centre,appendix-10-green-travel-plan-29
julius-avenue-data-centre,appendix-5-bca-report-40
julius-avenue-data-centre,appendix-25-waste-management-plan-281
julius-avenue-data-centre,appendix-16-backup-power-supply-technical-note-28
julius-avenue-data-centre,appendix-13-esd-report-29
julius-avenue-data-centre,appendix-23-preliminary-risk-screening-28
julius-avenue-data-centre,appendix-34-clause-46-variation-request-28
julius-avenue-data-centre,appendix-35-sears-28
julius-avenue-data-centre,appendix-1b-edc-report-28
julius-avenue-data-centre,appendix-6-access-report-28
julius-avenue-data-centre,power-attorney-191
julius-avenue-data-centre,owners-consent-letter-ssda80018208-06062025-003-28
julius-avenue-data-centre,sears-ssd-80018208-31
julius-avenue-data-centre,ssd-sears-industry-specific-cover-letter-ssd-80018208-31
julius-avenue-data-centre,industry-specific-sears-request-148
julius-avenue-data-centre,ask001-site-plan-perspectives14-1-34
julius-avenue-data-centre,ssd-80018208-receipt-4000004415-22
julius-avenue-data-centre,ssd-80018208invoice4000004415-22
julius-avenue-data-centre,fee-breakdown20250721054236-23
julius-avenue-data-centre,approved-fee20250714234007-27
julius-avenue-data-centre,ssd-80018208-amendment-report-0
julius-avenue-data-centre,appendix-dd35-wind-study-0
julius-avenue-data-centre,request-rts-letter-13500
julius-avenue-data-centre,ssd-ssi-notice-exhibition-letter-neighbouring-landow-16217
julius-avenue-data-centre,ssd-ssi-exhibition-and-reexhibition-advertisement31072025-21
julius-avenue-data-centre,cor-att-2-pre-da-advice-7
julius-avenue-data-centre,cor-att-1-eis-submission-7
julius-avenue-data-centre,cor-submission-cover-letter-6-8-julius-avenue-9
julius-avenue-data-centre,willoughby-council-submission-9
julius-avenue-data-centre,advice-eis-dccceew-water-6
julius-avenue-data-centre,advice-eis-epa-1316
julius-avenue-data-centre,advice-eis-cphr-81
julius-avenue-data-centre,advice-eis-npws-59
julius-avenue-data-centre,advice-eis-hnsw-ach-764
julius-avenue-data-centre,advice-eis-hnsw-eh-133
julius-avenue-data-centre,advice-eis-rfs-1310
julius-avenue-data-centre,advice-eis-frnsw-1011
julius-avenue-data-centre,advice-eis-tfnsw-2483
julius-avenue-data-centre,advice-eis-ausgrid-2-3
julius-avenue-data-centre,advice-eis-ausgrid-1-3
julius-avenue-data-centre,ssd-80018208-additional-matters-submissions-report-1
julius-avenue-data-centre,ssd-80018208-julius-avenue-data-centre-rfi-17
julius-avenue-data-centre,cor-attachment-1-amended-da
julius-avenue-data-centre,cor-cover-letter-amended-da
julius-avenue-data-centre,advice-amended-da-cphr-14
julius-avenue-data-centre,advice-amended-da-npws
julius-avenue-data-centre,appendix-b11-flood-model
julius-avenue-data-centre,appendix-b7-flood-impact-and-risk-assessment-amended
julius-avenue-data-centre,appendix-b6-bdar-amended
julius-avenue-data-centre,appendix-b1-architectural-plans-additional
julius-avenue-data-centre,appendix-b8-flood-emergency-response-plan
julius-avenue-data-centre,ssd-80018208-second-rts-6-8-julius-avenue-north-ryde
julius-avenue-data-centre,appendix-b9-stormwater-layout-plan-amended
julius-avenue-data-centre,appendix-b10-ghg-assessment-amended
julius-avenue-data-centre,appendix-b3-traffic-engineering-response
julius-avenue-data-centre,appendix-b5-elec-load-demand-energy-efficiency-file-note
julius-avenue-data-centre,appendix-b4-pue-and-ghg-mitigation-file-note
julius-avenue-data-centre,appendix-b2-bushfire-memorandum
julius-avenue-data-centre,request-rts-letter-amended-da
julius-avenue-data-centre,ssd-ssi-exhibition-and-reexhibition-advertisement05032026
julius-avenue-data-centre,ssd-80018208taxinvoice4000006619
julius-avenue-data-centre,fee-breakdown20260305015322
julius-avenue-data-centre,approved-fee20260302203456
julius-avenue-data-centre,advice-amended-da-frnsw-35
julius-avenue-data-centre,advice-amended-da-rfs
julius-avenue-data-centre,advice-amended-da-tfnsw-71
julius-avenue-data-centre,advice-amended-da-hnswach
julius-avenue-data-centre,advice-amended-da-hnsweh
julius-avenue-data-centre,advice-amended-da-epa-62
julius-avenue-data-centre,advice-amended-da-willoughby-council
julius-avenue-data-centre,advice-amended-da-ausgrid-53
julius-avenue-data-centre,advice-amended-da-dcceew-water-2
julius-avenue-data-centre,request-additional-information-290426
julius-avenue-data-centre,cor-conditions-6-8-talavera-rd-data-centre
julius-avenue-data-centre,cphr-bam-c-advice-rts2-ssd-80018208
julius-avenue-data-centre,request-additional-information-120526
julius-avenue-data-centre,npws-response-julius-ave-data-centre-submissions-report
julius-avenue-data-centre,letter-out-julius-avenue-data-centre-pre-approval-matter
julius-avenue-data-centre,email-request-advice-frnsw
julius-avenue-data-centre,request-advice-131
julius-avenue-data-centre,response-generator-fire-engineering
julius-avenue-data-centre,generator-building-mark
julius-avenue-data-centre,appendix-consolidated-draft-conditions-response
julius-avenue-data-centre,ssd-80018208-review-draft-conditions
julius-avenue-data-centre,draft-ssd-recommended-instrument-consent
julius-avenue-data-centre,rfi-request-comment-draft-conditions-240626
kc1-data-centre-kemps-creek,scoping-report-v5-859-901-mamre-road-kemps-creek
kc1-data-centre-kemps-creek,request-sears20260714060610
kc1-data-centre-kemps-creek,document-type-not-required-1
kc1-data-centre-kemps-creek,amended-dc-sears-ssd-133677993
kc1-data-centre-kemps-creek,ssd-ssi-issued-sears-attachment-2
